artist,song,line
Slaughterhouse,Fight Club Remix,I'm mixed with good and bad like the Goodfellas and Jesus
Slaughterhouse,Fight Club Remix,To my wrist and it twists like a spliff when I'm sittin in the park
Slaughterhouse,Fight Club Remix,Teeth crooked like my dog who just finished a vicious bark
Slaughterhouse,Fight Club Remix,"Like the cops after a murder, they cummin/comin every time"
Slaughterhouse,Fight Club Remix,Still pushin elbows like a linebacker
Lupe Fiasco,Absolute Freestyle,The heat stay packed like the train on Monday
Lupe Fiasco,Absolute Freestyle,Like my songs carrying the clubs like Bagger Vance
Lupe Fiasco,Absolute Freestyle,Like a line drive into the stands
Public Enemy,Night of the Living Baseheads,What it prove? It's here like the groove
Diamond D,K.T.,And biters to fibbers like your motion picture script writers
Mac Miller,In the Air,Like your wifey wanna lose that ring
Henr,The messaege,Its like a junele sometimes I realy wonder how I keep from going under
Henr,The messaege,Its like a jungle sometimes I realy wonder how I keep from going under
Henr,The messaege,Its like a jungle sometimes I realy wonder how I keep from going under
Tim Chantarangsu,Throw em Out,Or I'll just do like my cap and just snapback
The Game,Keepin It Real,"It’s like my jumper is off, I let my niggas shoot"
Big K.R.I.T.,American Rapstar,"And a rappers only as big as his chain, the flashier the better"
Big K.R.I.T.,American Rapstar,To hit the block and blow up like a Taliban
King Los,Reppin,"Push squares on blocks, then flip them like a rubiks cube!"
213,So Fly,"I'm like a counselor, a pastor, a priest or a psychologist"
One Be Lo,ET,"Yo, that night we both shined like a binary star"
One Be Lo,ET,"E.T. phone home, I played it smooth like a cello"
One Be Lo,ET,Hit it and now she feelin all funny like a elbow
One Be Lo,ET,We put our heads together like a Mt. Rushmore
One Be Lo,ET,But I wanna play you close like my name was Glenn
One Be Lo,ET,"Shinin like a ""Twinkle Twinkle Little Star"""
One Be Lo,ET,You better recognize the signs like the Zodiac (Scorpio)
The Game,All Doggs Go to Heaven,"When they move, I move we like a centipede"
Atmosphere,Wild Wild Horses,While she cries along like a new show tune
Roscoe Dash,All the Way Turnt Up,Your girl spinnin' on my dick just like a CD-Rom
Roscoe Dash,All the Way Turnt Up,"Smoking like a hippie, I swear all I do is burn up"
Cage,I Never Knew You,It’s like the sky opened and God handed you directly to me
Cage,I Never Knew You,And feeling like your heart is beating solely for me
Cage,I Never Knew You,Plague every thought of you while I’m trailing you like your security
Cage,I Never Knew You,And feeling like your heart is beating solely for me
Cage,I Never Knew You,My finger aching for your doorbell like a random blog
Cage,I Never Knew You,Instead I lurk outside in the cold like an abandoned dog
Cage,I Never Knew You,And feeling like your heart is beating solely for me
MF DOOM,Go with the Flow,And beware before I triple dare you like the last kid
MF DOOM,Go with the Flow,With well refined rhymes like a editor
Xian,Unique,"Chasing cheese like a mouse, so you can call me Mickey"
Xian,Unique,"Make you think I’m making mils, just like the Lakers"
Hopsin,Kill Her,Dumb like a mentally retarded kid
Hopsin,Kill Her,"Yeah brother you got to feel it just like a killer, killer!"
Hopsin,Kill Her,"Yeah brother you got to feel it just like a killer, killer!"
Hopsin,Kill Her,"Yeah brother you got to feel it just like a killer, killer!"
Hopsin,Kill Her,'Cause I’ma blow up like a bomb when I’m detonated
Hopsin,Kill Her,"See, you be tripping like a nigga"
Hopsin,Kill Her,"Yeah brother you got to feel it just like a killer, killer!"
Hopsin,Kill Her,"Yeah brother you got to feel it just like a killer, killer!"
Hopsin,Kill Her,"Yeah brother you got to feel it just like a killer, killer!"
South Park Mexican,Real Gangster,"Lucky shot hit, popped like a virgin"
Fort Minor,High Road,"I'm like a struggling doctor, no patients"
Fort Minor,High Road,"Who wanna siphon attention, you like the hype"
Fort Minor,High Road,"You're like a high school dropout, no class"
Lupe Fiasco,Tim Westwood Freestyle,So higher like the moon and I will not retire
Lupe Fiasco,Tim Westwood Freestyle,"In my hands in my palms, uh something like a bomb"
Lupe Fiasco,Tim Westwood Freestyle,"I keep a wicket googly when I stick it, be like the Batman, hitcha"
Lupe Fiasco,Tim Westwood Freestyle,"Yeah, yeah, it feeling like an iPod"
Travis Barker,Can A Drummer Get Some Remix,Dressed in black diamonds like a fucking monsoon
Travis Barker,Can A Drummer Get Some Remix,"Who walk like a pitbull, You? bitch please"
Travis Barker,Can A Drummer Get Some Remix,"Chilling like a rock star, listening to ether"
Travis Barker,Can A Drummer Get Some Remix,"Don’t trap me like a punk, Travis handing me the pumps, so"
Gudda Gudda,Young Money Hospital,So when I rap it comes out like a quarter key
Gudda Gudda,Young Money Hospital,And my Jewelry just singin' like a slow song
Gudda Gudda,Young Money Hospital,"Haha shit man, I got your girl on my arm like a wrist band"
Gudda Gudda,Young Money Hospital,They can lean on me like a kick stand
Push Button Objects,360 Degrees,Just like a pair of glove
Push Button Objects,360 Degrees,As pure as the air we breathe
50 Cent,Boomerang,"She no neccessity to me, I got game like the NBA"
50 Cent,Boomerang,"I woke up this morning, feeling like the old me"
Big Pun,Tres Leches Triboro Trilogy,My lyrics practically rose you from the grave like The Crows do
Bo Burnham,Love Is... Live,Like a gay geneticist loves designer jeans
Bo Burnham,Love Is... Live,"And I want you, yea, like a lawyer/mathematician wants some kind of proof"
Bo Burnham,Love Is... Live,I love you like Dora loves maps like the Pope's toilet loves holy craps
Bo Burnham,Love Is... Live,I need you like a voyeur needs a branch
Wiz Khalifa,Timeless,Got her goin' nuts like a nigga never ever knew her
Lil Wayne,Receipt,"Sister or brother, and you lookin' like a mother"
Lil Wayne,Receipt,"Work her, every time feel like the first one"
Miguel,Sure Thing,Love You Like a brother
Miguel,Sure Thing,Treat you like a friend
Miguel,Sure Thing,Respect you like a lover
Miguel,Sure Thing,Love you like a brother
Miguel,Sure Thing,Treat you like a friend
Miguel,Sure Thing,Respect you like a lover
Kid Ink,Lowkey Poppin,"We be up all night, feeling like a vampire"
Kid Ink,Lowkey Poppin,Know we got it lowkey popping like a bottom lock
Kid Ink,Lowkey Poppin,Very important people got their hands up like a heist
Kid Ink,Lowkey Poppin,"Taking shot after shot, like a full blown semi"
Kid Ink,Lowkey Poppin,"We be up all night, feeling like a vampire"
Kid Ink,Lowkey Poppin,"Going going crazy, club look like an asylum"
Kid Ink,Lowkey Poppin,"See you at the top, you may spot me like a freckle"
Kid Ink,Lowkey Poppin,"Got me twisted like a pretzel, you ain't nowhere on my level ho"
Cam'ron,The ROC Just Fire,We all criminals but live like a Diplomat
Cam'ron,The ROC Just Fire,They in love like the 14th of February
Ice Cube,Friday,"Getting beat like a smoker a fool, 'cause it's Friday"
An0maly,Diplo Flow,Been dope when I roll like a pro from the get go
An0maly,Diplo Flow,This feast on me like a dinner mat
An0maly,Diplo Flow,"Spit funny, get money, chicks like a Kid Cudi"
An0maly,Diplo Flow,Cuz she know that I fuck like a quick bunny
An0maly,Diplo Flow,"That aside, my rap is fly, burn you and your crew like a black mild"
South Park Mexican,2 Joints,I curse on my verse snatch yo bitch like a purse
South Park Mexican,2 Joints,Cause she like the twinkies that I slapped on my hearse
South Park Mexican,2 Joints,Feelin famous like the Kennedy's
The-Dream,Sex Intelligent Remix,Pinning me up on ya like a poster
The-Dream,Sex Intelligent Remix,I'm all over you like the credits on the CD
The-Dream,Sex Intelligent Remix,In the room like an elephant
DJ Drama,We Must Be Heard,Stripes like a Zebra
DJ Drama,We Must Be Heard,"Nigga' strike a pose, leave you froze, like a mannequin"
Lil Wayne,Love Me or Hate Me,"Hah, I'm like an ultra-vulture"
Lil Wayne,Love Me or Hate Me,"And I know, I'm solid like an elbow cast"
Lil Wayne,Love Me or Hate Me,I spit movies like a VCR
Lil Wayne,Love Me or Hate Me,I spit rounds like the Tiki bar
Lil Wayne,Love Me or Hate Me,One call I'll have my dogs on ya like an echo
Lil Wayne,Love Me or Hate Me,"Off, like a motherfucking rifle"
Lil Wayne,Love Me or Hate Me,"The underground baby, like a pipe hole"
Lil Wayne,Love Me or Hate Me,"Acid, like a bust open battery"
Lil Wayne,Love Me or Hate Me,And I'm floating like a boat and a paddle
Lil Wayne,Love Me or Hate Me,"But I promise I will take a nigga off, like a Saturday"
Lil Wayne,Love Me or Hate Me,Different colored diamonds make me look like a salad plate
The-Dream,Shawty Is Da Shit,Like her food spicy
Masta Ace,Beautiful,It's like a day in the park
Bun B,Snow Money,That's the way the cycle go around like a merry go
Childish Gambino,Yes,Keep a girl's pussy bright red like a pig's tan
Childish Gambino,Yes,Four shots and watch me lean like a kick stand
Childish Gambino,Yes,"Yes, my dick will make that ho tell, like a bell boy"
Childish Gambino,Yes,So my words stay hard like a blue pill
Childish Gambino,Yes,"Yes I dress dandy. Get a Klu, like the Klan B"
Childish Gambino,Yes,"I live hard, I never sleep in, like an Amby"
Cold flamez,Miss me kiss me,Beat it so good like a nigga nearly clubbed it
Black Milk,Sound the Alarm Remix,"Black Milk, I'm like a horror film in the makin'"
Black Milk,Sound the Alarm Remix,Sound like the fire men coming
Gnarls Barkley,Feng Shui,A flow as subtle as a summer breeze
Gnarls Barkley,Feng Shui,Like the whispering winds and the talking trees
ADE,Ms Tempation,"If it ain't for sale, don't be lookin' like a mannequin"
ADE,Ms Tempation,It's like my eyes got a mind of they own
Sir Michael Rocks,S.S. Summer Song,"I was cutting grass like a motherfucker, I admit it"
Sir Michael Rocks,S.S. Summer Song,Blue like the Tampa Bay Lightning
Sir Michael Rocks,S.S. Summer Song,It was looking like a shark when I passed it in traffic
Mac Lethal,A Cool Breeze,Shiiiit those are like the two perfect words for me
Mac Lethal,Midnight in Manhattan,Scratch one and let it sleep on the crescent moon like a hammock
Mac Lethal,Midnight in Manhattan,Freedom is a teardrop with legs like a centipede
Ya Boy,Brand New L,This watch on my wrist like a new CL
Ya Boy,Brand New L,I will bang that pussy like a hammer and nail
Ya Boy,Brand New L,And dipped through sets like my name Hell Rell
Ya Boy,Brand New L,"The flow like a .38, very special"
Ya Boy,Brand New L,And my looks make the hoes chirp like a Nextel
Ya Boy,Brand New L,"The charm on my chain heavy, like a dumbbell"
Ya Boy,Brand New L,"So you can get touched like the blind, Braille"
Specifics,Under The Hood,Blowing in the night like the west wind crescent
Specifics,Under The Hood,"Remember when it fade, like a dream"
Ghostpoet,Cash and Carry Me Home Remix,My hand grip whiskey like a newborn child
Ghostpoet,Cash and Carry Me Home Remix,"Baby, I'm trained bubba eighth like a child"
Surf Club,I Cant Miss,Like a little league field
Surf Club,I Cant Miss,Treat that pussy cat just like a punchin bag
Surf Club,I Cant Miss,Treat that pussy cat just like my favorite snack
MD (Canadian),Look At Me Now Freestyle,"And she sits on top of my broom, now shes flyin like a witch"
MD (Canadian),Look At Me Now Freestyle,"No, I ain't done like the song, only the verse, Leggo"
MD (Canadian),Look At Me Now Freestyle,"Then I said ""god damn it, this is like the pussy of my dreams"""
Little Brother,Good Clothes,It look like a muffin
Hoodie Allen,Swimming With Sharks,Girls got me caught up like a recap
Goodie Mob,Black Ice Sky High,"Gipp flipped like a dip, slipped, fell on the black ice"
Goodie Mob,Black Ice Sky High,Circulate like a Sunday paper
Goodie Mob,Black Ice Sky High,"I'm strictly 'bout these verses like the ones you hear at church, boy, search, boy"
Goodie Mob,Black Ice Sky High,"Every time I heard you rhymin' like a fucking jerk, boy; simp"
Diddy,I Need a Girl Pt. 1,"I don't really like the zone, never spend the night alone"
The Rejects,CatDaddy,Move your arms like your wheel chair stunt'n
The Rejects,CatDaddy,I block a hater like a goalie
The Rejects,CatDaddy,Checks in the bank as she acts like a rollie
The Rejects,CatDaddy,Yea I'm crackin' like a new born rooster
The Rejects,CatDaddy,"(Errrr) Blow a champ dog, smoking like a Chimney"
Charles Hamilton,Come Back To You,First kiss was as sweet as the last goodbye
Tyga,BMF Freestyle,Black beanie nigga like a fucking smoker
Atmosphere,Smart Went Crazy,"I sting like a first divorce, or them first Newports"
Nas,Life is Like a Dice Game OG,"To maintain is the price of fame, life is like a dice game"
Nas,Life is Like a Dice Game OG,"Maintain is the price of fame, life is like a dice game"
B.o.B,Haterz Everywhere,Real sharp on my thing like a razor
B.o.B,Haterz Everywhere,"Blade, come clean like a shape up"
B.o.B,Haterz Everywhere,Cause folk be actin hard like a Viagra overdose
B.o.B,Haterz Everywhere,"Ay guy, I'm fly, somethin like the air"
Tyga,Breaktime,My chain look like a muffler
Tyga,Breaktime,Fuck what ya heard like my dick against yo eardrum
Tyga,Breaktime,I'm cool smokin like a cigarette
Lil Wayne,Million Dollar Baby,And I see the game like an umpire
Lil Wayne,Million Dollar Baby,See I will buy you then and then sell you back like an auction
Lil Wayne,Million Dollar Baby,I’m feeling like a gun with a bag of gun powder
Lil Wayne,Million Dollar Baby,And she leave out that room feeling like a paraplegic ha
Lil Wayne,Million Dollar Baby,I stuff her ass up like a pair of new sneakers
Lil Wayne,Million Dollar Baby,And I just want some brain like a fucking cat scan
Lil Wayne,Million Dollar Baby,I just want some paper like a fucking trash can
Lil Wayne,Million Dollar Baby,Fuck Wendy Williams the bitch look like a dude
