artist,song,signified,signifier,line
JAY-Z,Who You Wit II,dress,"light wind ,","Lift your little dress like light wind, hah, then I slide right in"
JAY-Z,Who You Wit II,party,Lil,Never eat at Denny's and party like Lil' Pennys
Kano,Slaves,artists,sheep,Treat artists like sheep
Kano,Slaves,something,a spoon full of sugar to the medicine,Something like a spoon full of sugar to the medicine
F.L.Y. (Fast Life Yungstaz),Swag Surfin,clean,dish detergent,I'm clean like dish detergent
F.L.Y. (Fast Life Yungstaz),Swag Surfin,clean,dish detergent,I'm clean like dish detergent
F.L.Y. (Fast Life Yungstaz),Swag Surfin,strong,a fan,"Swag super cool, blowing strong like a fan"
F.L.Y. (Fast Life Yungstaz),Swag Surfin,clean,dish detergent,I'm clean like dish detergent
F.L.Y. (Fast Life Yungstaz),Swag Surfin,clean,dish detergent,I'm clean like dish detergent
F.L.Y. (Fast Life Yungstaz),Swag Surfin,something,an Eddie Bauer,"Purp' got me geeked, smoking something like an Eddie Bauer"
F.L.Y. (Fast Life Yungstaz),Swag Surfin,shots,a camera,"Gon' on Patron, taking shots like a camera"
F.L.Y. (Fast Life Yungstaz),Swag Surfin,clean,dish detergent with a Tide color swag,Clean just like dish detergent with a Tide color swag
F.L.Y. (Fast Life Yungstaz),Swag Surfin,clean,dish detergent,I'm clean like dish detergent
F.L.Y. (Fast Life Yungstaz),Swag Surfin,clean,dish detergent,I'm clean like dish detergent
Jedi Mind Tricks,Contra,wrist,strings on a violin,Playing on ya wrist like strings on a violin
Jedi Mind Tricks,Contra,suckers,niggas born without dicks,"Y'all suckers, like niggas born without dicks"
XV,Reset Button,road,a Michelin,"I never tire, hit the road like a Michelin"
Immortal Technique,No Me Importa,stages,my last name,And rock stages like my last name was Santana
Immortal Technique,No Me Importa,country,a socialista,Taking over the fucking country like a socialista
Cappadonna,Dart Throwing,stripe,adidas,My nigga drop lost a stripe like adidas
Cappadonna,Dart Throwing,rap,"Peter Metro , echo echo","Rap like Peter Metro, echo echo, what?"
Aesop Rock,Coffee,face,he,With a bad toupee and a face like he author the law
Mac Miller,Cruise Control,life,a movie plus the special feature bonus,Life just like a movie plus the special feature bonus
Mac Miller,Cruise Control,dream,a king ( a king,They say the youngin' dream like a king (Like a king)
Jedi Mind Tricks,Speech Cobras,crowds,a circus,"I set off crowds, style wild like a circus"
Jedi Mind Tricks,Speech Cobras,men,slugs that fill harkness,Lyrics assault men like slugs that fill harkness
Jedi Mind Tricks,Speech Cobras,bang,Ladesh,Three cyborgs who Bang like Ladesh
Jedi Mind Tricks,Speech Cobras,parasitic,a tape worm,Yet the critics are parasitic like a tape worm
Jedi Mind Tricks,Saviorself,skin,Zeus,"My road thin, gold skin like Zeus'"
Jedi Mind Tricks,Saviorself,spit,Aristotle,"Spit it like Aristotle, face half Pharaoh"
Jedi Mind Tricks,The Deer Hunter,ink,the mobile link,"Global ink like the mobile link, make sure the pitch is clear"
Jedi Mind Tricks,Blood Reign,mcs,chupacabra,Eat MCs like chupacabra was eating cattle
Immortal Technique,Caught in the Hustle,shapin,the blueprint of a Mason,"Shapin' the nation, like the blueprint of a Mason"
Immortal Technique,Caught in the Hustle,spreadin,"a virus , runnin  rampant , out of control","Spreadin' like a virus, runnin' rampant, out of control"
Mac Dre,Get Stupid Remix,women,me,"The women like me, I'm dipped in butter (Dipped in butter, butter)"
Mac Dre,Get Stupid Remix,growl,a bear ( Grr,You gotta get into it (Get into it) growl like a bear (Grr)
Ghostface Killah,Toney Sigel A.K.A. The Barrel Brothers,work,the guillotine sword,"My knife work like the guillotine sword, cutting niggas"
Ghostface Killah,Toney Sigel A.K.A. The Barrel Brothers,nothing,your father,And I'm nothing like your father
Ghostface Killah,Toney Sigel A.K.A. The Barrel Brothers,knife,American me,"Or the knife like American me, American Sig' is Muslim"
Linkin Park,Waiting for the End,voice,a riot rocking every revision,Just a voice like a riot rocking every revision
Linkin Park,Waiting for the End,voice,a riot,"Just a voice like a riot, rocking every revision"
Lil Wayne,Brand New,cold,a midnight,I'm cold like a midnight
Lil Wayne,Brand New,thin,napkins,"Chrome 24's, tires thin like napkins"
Lil Wayne,Brand New,nasty,spice,I'm nasty like spice
Lil Wayne,Brand New,rapid,thunder,They come rapid like thunder
Ghostface Killah,Wu Banga 101,rhyme,D. Banner,My Clan'll make me rhyme like D. Banner under pressure
Ghostface Killah,Wu Banga 101,niggas,Tango and Cash,"Roman numerals, sun splash them niggas like, Tango and Cash"
Ghostface Killah,Wu Banga 101,rap,Ghost,"Give two of these to Flex, tell him it's real rap like Ghost"
Ghostface Killah,Wu Banga 101,glitch,Y2,We the glitch like Y2K
Ghostface Killah,Wu Banga 101,screamin,a bitch,"Screamin' like a bitch, kicks to your face"
Kelis,Milkshake Remix,girls,VIP ( true,My girls like VIP (true)
Kelis,Milkshake Remix,lookin,a queen from Karnival,Lookin like a queen from Karnival
Mac Dre,Nothin Correctable,deep,"Tim , Jim , and Johnny","I'm in this, too deep like Tim, Jim, and Johnny"
Holocaust,Bats Fly in the Rain,whistle,a missile,"Wu-Tang Official, whistle like a missile"
Yung MillzZ,Look At Me Now Freestyle,nigga,you,"A nigga like you, cause you niggas walk last"
OutKast,Return of the “G”,stickin,flour and water,Stickin' together like flour and water to make that slow dough
OutKast,Return of the “G”,other,we brothers from another mother,"Each other, like we brothers from another mother"
South Park Mexican,I Must Be High,hoes,Jack Tripper,"Aunt Jemima sipper, hoes like Jack Tripper"
Ghostface Killah,Daytona 500,spot,Ironman Starks,And we came to rock the spot like Ironman Starks
Ghostface Killah,Daytona 500,player,Yanks,"Chrome tanks, player like Yanks, check the franchise"
Ghostface Killah,Daytona 500,fakes,reflectors,Repel all fakes like reflectors
Ghostface Killah,Daytona 500,cats,Windex,The Mac-10 flex wipe cats like Windex
Ghostface Killah,Daytona 500,mellow,"Vaughn Harper , Radio Barber","Voice be mellow like Vaughn Harper, Radio Barber"
Ghostface Killah,Daytona 500,wicked,Nixon,"The conviction of my tape is rape, wicked like Nixon"
Ghostface Killah,Daytona 500,rhymes,retail,"""Rhymes like retail, make sure shit sell"
Tyga,Toot It and Boot It,kiss,the french,French kiss kiss like the french do on my fry
N.W.A,Parental Discretion Iz Advised,psycho,no other motherfucker,Psycho like no other motherfucker
N.W.A,Parental Discretion Iz Advised,nigga,Ren,Cause a nigga like Ren don't give a fuck cause I'm older
N.W.A,Parental Discretion Iz Advised,legs,a cricket,"As they sit, rubbing their legs like a cricket"
Busta Rhymes,Wheres My Money,shit,this,I don't even know why you give me shit like this to spit to
Slim Thug,Gangsta,attitude,"Pimp C ,","Attitude like Pimp C, cup taste like Big Moe"
Slim Thug,Gangsta,pens,bitches I pimp them,I keep pens and pencils like bitches I pimp them hoes
Fam-Lay,Rock N Roll,actin,lil,"Actin' like lil' girls, like tattle-tales"
Fam-Lay,Rock N Roll,trash,the shit,Nigga talk trash like the shit all sweet
Kid Cudi,Daps and Pounds,hella,my dad in the sense of my ignorance,Hella like my dad in the sense of my ignorance
Kid Cudi,Daps and Pounds,cudder,Steven Segal,Hard to kill Cudder like Steven Segal yeah
Kid Cudi,Daps and Pounds,kinda,Pat after plenty gin and tonic,Kinda like Pat after plenty gin and tonic
Immortal Technique,Freedom of Speech,freak,the Elephant Man,Bitches know that I'm a freak like the Elephant Man
Immortal Technique,Crossing the Boundary,bomb,the ghost of Timothy McVeigh makin,Like the ghost of Timothy McVeigh makin' a bomb
Mac Dre,Stupid Doo Doo Dumb,cock,Julian St. Jox,I serve cock like Julian St. Jox
Mac Dre,Stupid Doo Doo Dumb,freak,that man Rick James,A super freak like that man Rick James
Talib Kweli,Two And Two,spiritual,we,But still spiritual like we deep inside a mosque
50 Cent,Just a Lil Bit,thang,a pro man,But shorty shake that thang like a pro man
Nas & Damian Marley,My Generation,show,the astronomy,And then a-we a-star the show like the astronomy
Nas & Damian Marley,My Generation,wealthy,Wells Fargo,"Add some bravado, get wealthy like Wells Fargo"
Crooked I,If You Ever Hear Me,its,that,Either way I don’t give a fuck! and its like that
Crooked I,If You Ever Hear Me,something,a star ship,"Flying a mosh pit, something like a star ship!"
Diabolic,Frontlines,headed,the ghost rider behind a slow driver,Hot-headed like the ghost rider behind a slow driver
Diabolic,Frontlines,court,Mordecai,"Judgement overturned, holdin' court like Mordecai"
Diabolic,Frontlines,revolutionaries,Muslims in Chechnya,I got white Revolutionaries like Muslims in Chechnya
Diabolic,Frontlines,thumpin,the Russian Mafia,Percussion thumpin' like the Russian Mafia over ya
Jadakiss,Put Your Hands Up,bucks,Milwaukee,"That I'mma get Bucks like Milwaukee, cause like Sam, I ca' sell"
Jadakiss,Put Your Hands Up,cannon,Kodak,In the streets I flash the cannon like Kodak
Jadakiss,All For the Love,spittin,tabacco,Every since 12 I've been spittin like tabacco
Keri Hilson,All the Boys,love,this,I never knew a love like this
Flamez,Freestyle,story,the aftermatic,"The story of the masterclassic,just like the aftermatic,we don't play games hommy we invent the strangest tactics,this is to all my fankies, your boy flamez is here giving you the best of rap piece,always in the kitchen cooking  the sweetest dishes,we don't make mouth instead we put things in practise,though my day one but i  deny people the chances,i'm pissing out but never  you forget about this.."
Boot Camp Clik,Black Out,brother,me,C'mon I thought you knew bout a brother like me
Boot Camp Clik,Black Out,hot,a kitchen,"As I choke from the smoke, throat hot like a kitchen"
Boot Camp Clik,Black Out,sin,entities on an astroplane,A sin like entities on an astroplane
Boot Camp Clik,Thats Tough Little Bit,products,that,Little bit of Rocawear and some nice products (like that)
Boot Camp Clik,Thats Tough Little Bit,comin,man,Their comin like man down
Boot Camp Clik,Whoop His Ass,hop,Big Poppa,Hip Hop like Big Poppa
Boot Camp Clik,Whoop His Ass,stunners,Baby & Wezzy,We number one stunners like Baby &Wezzy [Tek]
Gucci Mane,Stuntin,rich,mr . truman,I'm ridin on gary coleman I'm rich like mr. truman
Gucci Mane,Stuntin,suit,the hornet,"My gun enormous, my suit like the hornet"
Lil Wayne,Dedication 3,fly,a stylist,"Or like a stylist, nobody's fly as this"
Lil Wayne,Dedication 3,brain,a psychiatrist,You crazy? I'm getting brain like a psychiatrist
Lil Wayne,Dedication 3,competition,Federer and Nadal,"Become some competition, like Federer and Nadal"
Lil Wayne,Dedication 3,money,Kobe or Chris Paul,"Young Money, nigga, we ball, like Kobe or Chris Paul"
Lil Wayne,Dedication 3,something,"a rhino or ram : animal , beast","I'm something like a rhino or ram: animal, beast"
Lil Wayne,Dedication 3,pussies,"chlamydia ,","Irritating you pussies like chlamydia, yeast"
Lil Wayne,Dedication 3,drop,a flop,He gon' drop like a flop
Lil Wayne,Dedication 3,hopping,two bunnies ( Gangsta !,I'm just hip-hopping like two bunnies (Gangsta!)
Lil Wayne,Dedication 3,shit,pudding,"This shit like pudding, putting it down"
Chamillionaire,Swagga Like Koop,swagger,us,No one on the corner has swagger like us
Chamillionaire,Swagga Like Koop,swagger,us,"Swagger like us, swagger-swagger like us"
Chamillionaire,Swagga Like Koop,swagger,us,No one on the corner has swagger like us
Chamillionaire,Swagga Like Koop,swagger,us,"Swagger like us, swagger-swagger like us"
Chamillionaire,Swagga Like Koop,swagger,us,No one on the corner has swagger like us
Chamillionaire,Swagga Like Koop,swagger,us,"Swagger like us, swagger-swagger like us"
Chamillionaire,Swagga Like Koop,swagger,us,No one on the corner has swagger like us
Chamillionaire,Swagga Like Koop,swagger,us,"Swagger like us, swagger-swagger like us"
Chamillionaire,Swagga Like Koop,swagger,us,No one on the corner has swagger like us
Chamillionaire,Swagga Like Koop,swagger,us,"Swagger like us, swagger-swagger like us"
Chamillionaire,Swagga Like Koop,swagger,us,No one on the corner has swagger like us
Chamillionaire,Swagga Like Koop,swagger,us,"Swagger like us, swagger-swagger like us"
Chamillionaire,Swagga Like Koop,swagger,us,No one on the corner has swagger like us
Chamillionaire,Swagga Like Koop,swagger,us,"Swagger like us, swagger-swagger like us"
Chamillionaire,Swagga Like Koop,swagger,us,No one on the corner has swagger like us
Chamillionaire,Swagga Like Koop,swagger,us,"Swagger like us, swagger-swagger like us"
Chamillionaire,Swagga Like Koop,street,Greg ( Greg,"Yeah, still Street like Greg (Greg)"
Chamillionaire,Swagga Like Koop,whip,Indiana Jones ( woo,I keep a big whip like Indiana Jones (woo!)
Chamillionaire,Swagga Like Koop,money,Mutombo ( yeah ),"Money like Mutombo (yeah), tall like this (yeah)"
Outerspace,Angels of Death,raw,cats from Afghanistan with gats in their hands,I'm raw like cats from Afghanistan with gats in their hands
Jedi Mind Tricks,Trinity,spreadin,European settlements,Spreadin' east to west like European settlements
Jedi Mind Tricks,Trinity,boss,Holden Caulfield,Ya'll get tossed I'm the boss like Holden Caulfield
Eminem,Oh No,swings,a pendulum,"Just like a pendulum, Satan's pentagram swings"
Slaughterhouse,Wack MCs,shots,Obama,Anticipate the shots like Obama at the podium
Curren$y,Modern Day Hippie,bitches,us,The bitches like us cause they say we different
Big Pun,Im Not A Player,trois,Escobar,"Step in my car, let's start the ménage à trois, like Escobar"
King Los,Super High Freestyle,smokin,a Bentley with a bad engine,Best thing smokin' like a Bentley with a bad engine
King Los,Light Up,niggas,a academic scholarship,I schools niggas like a academic scholarship
King Los,Put You On The Game,lights,ten P.M.,And it's lights out like ten P.M. for inmates
Brotha Lynch Hung,Return of tha Baby Killa,nigga,me,Finally found a nigga like me?
Westside Connection,Westside Slaughterhouse,rappers,mad man Santiago ( Arghh,I'm sockin' rappers like mad man Santiago (Arghh!)
Westside Connection,Westside Slaughterhouse,beanie,Marvin Gaye,Sportin' a beanie like Marvin Gaye
Westside Connection,Westside Slaughterhouse,game,a ref,I'm peepin' game like a ref in '95
Big Sean,Final Hour,that,a zillion,"Man, all fucking hundreds so whats that like a zillion?"
Big Sean,Final Hour,lookin,Dannon,Her mouth lookin like Dannon
Slum Village,Giant,headache,yankin domes with a straightening comb,"And its a headache, like yankin domes with a straightening comb"
Joe Budden,Family Reunion,ass,Nick Saban,And have his ass M.I.A. like Nick Saban
Joe Budden,Family Reunion,red,Mountain Dew,"When I spit the whole lead, they be calling Code Red like Mountain Dew"
Joe Budden,Family Reunion,heat,Wall Street,"All heat like Wall Street, ya stock crashing"
Joe Budden,Family Reunion,pipes,"a sawed off shotty ,","Double pipes like a sawed off shotty, nigga"
Joe Budden,Family Reunion,face,that old Simon game,I treat a nigga face like that old Simon game
Soulja Boy,Pretty Boy Swag Remix,bright,a blinker,"Earrings flashing, bright like a blinker"
Cage,Agent Orange,bitches,dogs,Fucked the first two bitches like dogs and I jacked off on the third
Cage,Agent Orange,wet,a Baptist,"Watch the Glock kiss, Little Sis' wet her like a Baptist"
Cage,Agent Orange,buggin,a insect,I start buggin' like a insect and lay larvae in your ear
